name,title,desc
louisakshi12,Same faision tshirt,I'm waiting for long time that bewkoof bring new trend new pattern of t-shirt.
kaputt_lo,Don't want to badmouth their product...but,"I am usually aware of of the checkboxes which permit the site to send me messages and emails. I do not remember signing up for their news letters or offers but ever since I bought one of their cases, (which was decent) I am bombarded by their offer messages."
kumarshubhangi09,Bewakoof review,I have ordered 6 tshirt from Bewakoof and I'm really happy with the quality and colour .I think only drawback is the price of the product it should be reasonable.
chitraacharya44,Bewakoof,Pathetic. Rs 173 Bewakoof coins in the basket were removed without any pre intimation. Jaisa naam vaise hi baanaya. why give when you want to take it back.
shivamsn111,Just 1* &  2* things i want to share,Somehow I found a bit size issue in vest & jogger.
Y786786,Sunderwomen customer care number 09038601216,Sundarwomen customer helpline number 09038601216 any problem any question call this number 09038601216 24/7 online shopping customer care helpline number 09038601216 any question call this number 09038601216
shrutikamble027,PATHETIC DELIVERY SERVICE,"The worst service ever. They don't escalate your issues, don't even bother to call. Purchasing from bewakoof will surely make you bewakoof as name states."
divyag887,Fully satisfied with my order,I am so happy with the t-shirt which I received.the material is so soft ???? and thinking of buying again soon....
jeenajacob0104,Pathetic service,I had ordered a one piece dress from this website. However when i din recieve the order within the given date i checked the app wherein it was showing as delivered. I wrote to the customer care people but nothing as been done about it even after 2 days has past.
p162_261,Bewakoof.com,"Guys as the name suggests, Bewakoof.com is making a fool of us.So do not shop from here and go for another site.An order of two t-shirts was placed from my side amounting to Rs.690/-.The payment was made by me with the help of debit card and charges resulted in deduction from my account.Neither I received my order as the product was out of stock nor I received my money back.On contacting customer care number, commitment resulted that you will receive within 48 hours which didn't happen.It is really a worst site which cannot be trusted at all."
nainapriya222,Worst App,"Last Month I had ordered 2 T-Shirts , & I thought within maximum of 15 days it will be delivered . But Ohh Gosh , What kind of delivery they do , They took 25 days to deliver My T-Shirts & more important is I had not placed the order for any unknown or not so known place , It was placed for the capital city of Odisha ."
anil03sep,NICE T-SHIRT,"SIR I PURCHASE ONE T-SHIRT OF RS 259 AND CASH BACK OF RS 26 REALLY GOOD T SHIRT ""PLEASE ROUND BECK THODA JADA KHULA HAI BAKI SABH 101% NICE"""
1amsupertramp,Bewakoof - Poor Business service.,"Hey guy,"
pratikshasachdeva,Order cancelled and no status of refund till date,"My order got cancelled, the payment had been done."
ravinderwadhwa,POOR QUALITY STUFF,Bewakoof.com is famous for its clothing printed with some good punch lines or photos.
abhay.bhore,20 Day for delivering T shirt ...,"Ordered a simple Meteor Grey Half Sleeve T-Shirt(COLOR OF THE MONTH) on 1st April & expected delivery date 20th April. When raised concern over long shipment time, expected delivery date is reduced to 17th April. You stick to your name ""Bewakoof"". Not acceptable!"
sohammajie155,Good quality t shirts,"From my opinion bewakoof is one the best brand.It has the best collection in a fair price.The quality of the product is also good.I have purchased a t shirt last month, I have no complain about it.I love all the available products in this store.My friends are also happy by purchasing here.I suggest everyone to buy t shirts from here."
grwlvishal10,Product Bad And Very Late Delivery,Every product In t-shirt for Men in any Size The neck of the t-shirt is very small and quality too. Not Comfortable that why they are cheap. I suggest Redwolf.com. Good quality and better with the neck in the t-shirt.
araks40,Surprising Good,"Ordered two t-shirts for my son on this portal as a trial case not very confident on the quality. But I was pleasantly surprised to find one shirt delivered within 3 days (tho' I live in a non metro) and the shirt quality and logo is nothing to complain about, considering it was for 299 bucks. Not to speak of a gift in form of a small notebook."
karanmehtabsr,Very bad experience,"This is ford side I have no receive my order after 10 day, my account is show cancelled order but I will pay amount customer care very bad person, Dont buy any product from this seller. He ill send 400Rs product for buying 1000Rs products. Fke company"
ravinarangktm,Catchy tshirt and covers at lowest price,"When I have to buy anything casual for my regular use, this is the website from where I purchased my stuff, last week I was looking a funky Tshirt to go for my bike race and this website fulfill my expectation with perfect message of my engineering frustration."
ssssscience,Worst delivery service!,"Worst delivery service!  Ddont deliver with Shadowfax!  Do you think your bot can solve all the issues? keep some customer executives,"
gurudathharshu,Worst service ever.,"Bewakoof as the name suggests literally makes Bewakoof of it's customers. I paid Rs599/- online for a product, the delivery never happened. The refund never happened. Worst part is the customer care doesn't even respond to you.!"
gauravsachdeva1985,Coolest and Youth website,"I have never seen a website like this, their product are lowest yet deserve 5 stars, I have been frequent buyer of this website and never contacted them to inquire anything because their website and sms service make your wait worth at last."
mohanbabu89,Excellent product Quality & awesome collection,"Bewakoof is not at all like their name suggest, they are very intelligent with their creative work they shows on all their product, I bought almost 70% of their product and recommended to many friends because they actually provides pocket friendly products."
shikshajha5971,Worst experience ever,"This was the first time I was using bewkoof website for online shopping. And I have experienced the worst service .. Neither these guys have any contact number and the delievery executives number also that they provide is waste as they never pick up calls .. I got a message that my packet will be delivered today, I had given my office address so he was required to come before 7. On top of that when I tried connecting with them through their provided mail there response was not at all related to my query. Seems as they were just giving response for the sake of doing it.. Worst experience ever. Poor connectivity and customer support."
nishanegi2701,Great app if you need some cool stuff,This is one of the best app for casual dresses especially t-shirts for outings and such.
sagarkk0006,Good quality cloths,I buy cloths from various websites but the best is bewakoof.com.it is the best online shopping website which provide good quality of cloths and accessories.the quality of clothes are superb.this website give good service in shipping process.this website is very easy to operate and buy any cloth.it provide every payment mode like online payment and cash on delivery.
darshangada43,One stop for cool decent tshirts,Like I am facinated with this brand and the way the brand communicates with their customers and the quality of the fabric they give in the price point.
monasingh8577,Really Happy With This Purchase,"I bought a Gents T-shirt from bewakoof.com, and I am really happy about the investment. The colour, quality, and fit are exactly as explained in the description. I liked the colour and the material is soft and I simply don’t feel like removing it the whole day. Even after quite a few washes, it still looks as good as new. I recommend this site, especially for Gents T-shirt. I am glad I chose this product. The price it came for is nothing in comparison to its durability and comfort."
surajchauhan348,T-shirt,"In this website  t-shirt collection are very gud. I purchased lots of t-shrit from bewakoof.com, App are easy to use, normal delivery time, producte qualty are very gud in afortable price. Free shipping service, cod charge very low, and customer service are ver gud all over its a best website for t-shirts."
harshgautam9348,This app is superb for online shopping.,Bewakoof. Com is a best website for T-shirt and other fashion thing deliver to 6-7 days only.
1992thd,Nice customised Tees,I have purchased a trendy tshirt of marvel from bewkoof.com I am using it for last 6 months but no complains. Fabric and colour of the t shirt is as good as new.Their customer care service and delivery time is reasonable.
rai273162,Wrost product,"This website is totally wrost ... when I buy 2 t shirt.  then I saw t shirt is very local and his colour is different..  and his delivery process is very  slow.  so I am totally unhappy about bewakoof product.. and I think his product very costly, another product."
surajsinghsmw,Good but,"The quality of the product is good and fit is perfect so I ordered one more tshirt and paid online. I just received the message that my product got delivered whereas I received nothing. I used their chat bot and locked complaint two days ago still no response. Now, I am regretting the decision of paying online and I think my money is in vain. Lack of customer support is a thing which they could improve on. Otherwise great designs and app is very nice"
omkarmokal21,Bewakoof web site,Hey guys I have use bewakoof at last 5 month bewakoof is best shopping web site because .I like the unique  tshirt good clothes and fancy word in tshirt but porblem is maximum people don't know this web site that's why bewakoof is not doing advisement . Bewakoof I need public ity in online market . Bewokoof give us rubber bands its look too attractive when people come and see band of hand people say hey bewakoof its cool bro .I also want this bewakoof bands than . I tell bewokoof is a web site where you get unique attractive t-shirt its look so cool. This msg for bewakoof fans. Thanku plz share for bewakoof .
Dayanandjhumpa,Very bad and pathetic Experience,Today I share my personal bed opinion for this website . I had done order from the bewakoof.com and they had given me the commitment to deliver the things on time and blindly I believe on those guys which were my biggest mistake.
abhijeetsamanta,Quality is not good,"I received a large size which I usually wear but it was big for me after alter this by tailor and after wearing 1 day its again got big means quality is too low and price damn high, and yes color also faded after two wash so wish you luck guys but I ll not buying any more."
suraj8458,Bewakoof.com,Heyy guys !
pawartrishala,Not worth,"Last week I ordered mobile cover from the Bewakood for iPhone X, the cover was looking like scrap."
GSR007,Awesome hindi one liners,"Bewakoof.com is an indian online shopping website which has a variety of products for buyers like tshirts, shirts, boxers, joggers, pants and also printed covers. The quality of the products is good and the designs are cool too. The one liner printed on the tshirts are too attractive. I have ordered many tshirts as the price is affordable starting from just Rs. 249 - DESIGN OF THE DAY. The deliveries are made timely and even before expected time of delivery. The products are returned easily and the money is returned as soon as the product reaches back to the authorities."
daveschandani,:(,I have been shopping since quite some time.  But the latest delivery was a shock.  One of the reasons what makes bewakoof. Com different is the special gift along the shopping.  And what you sent me was a old rusted badge. How sad it is to see it.  Please be genuine with your stuff or dont gift anything at all.
avdhruva,Its all about presentation and focusing on quality,I have ordered 1st time T-shirt from Bewakoof.com
faizannabisahab11,Awesome online shopping app ..,"Whats up gys ? I started using bewakoof clothing app since 3 months from now and till now I am not disappointed with its service and quality of the clothes they offered and moreover the prices they offered are very affordable starting from 249 Rs only for the DESIGN OF THE DAY OFFER . so the NEW T SHIRTS they launch starts just from 249 RS and u get a cashback of 10 percent on every order . Many people said that there is a difference in color for what they see on mobile and what they get but I never faced this kind of issue from bewakoof . so , owing to all this reason , it became my favourite app for online shopping . absolutely loved the delivery policy as you can easily track  your order & get notified by SMS & email . moreover they have good refund policy also ."
ishutaak,Best and friendly shopping sites for teens,"Hello friends today I am writing my review on bewakoof.com so friends first of all bewakoof is  also a brand who makes his own clothes like t-shirt, shirt, sliders, caps for men and women so guys I am like a regular constumer of bewakoof I purchase I 9-10  tshirts from this website"
sameerbarbil,Best shopping app,"Hello friends, There is an e-commerce site launched in India named as bewakoof.com. Here you can able to order all types of dresses in best quality. In previous month, I used this app and order my new boxer pant. I like that pant. They provide best product at reasonable price. Their delivery is available all over country and delivery is very fast at low price. And here, your first delivery is free. The best thing is, you can earn cashback on every successful order and you can able to use it for further shopping. And they provide us a cool app with cool interface. I like it. Their customer service is really nice. So I suggest you all to use this app or website."
joshianshul15,T-shirts with good quality and great liners,I jave used this site quite a lot of times it have lots of trending clothings specially t-shirts with great liners. The cloth quality in superb in terms of comfortability. Also my order got delovered 2-3 days before the estimated date everytime. They have great offers which are available mostly everytime and the best part is there is always a offer on the new designs for the first day when they are uploaded so you can buy them at a cheaper price in the first 24 hours. Whenever I open this app I end up buying a thing or two.
mayankchh123,Late delivery,"As bewakoof.com is a online shopping of clothes website which has the t-shirt with funcy quotes written on it. Like MERI WALI ALAG HAI, SAB MOH MAYA HAI, DARU BAND KL SE, TERE JAISA YAAR KHAAN, etc. The funcy style is best but the delivery is so slow that it takes mostly 2 weeks to deliver the product. I am having my experience with bewakoof.com. I recently bought 2 t-shirts from bewakoof.com, too much time in packing that product. After 6 days, my product was packed. Rest bewakoof is the best indian website for shopping."
hiroto10,Good price,"I am using this app since last two months and I have ordered 7-8 products. They have good quality products. The best thing about this online clothing store is the price of it's products. Most of the products are cheap as compared to the market price. I loved their daily designs products, they are so good. Another best thing about this app is that it is so easy to return the item you have purchased."
abhi1222,They just want to make people BEWAKOOF,I purchased a phone case of worth 545 from bewakoof.com but as the name suggest it the site just there to make you a FOOL(bewakoof). When I received the product the quality of the case was worse than even a local vendor's shop. it looked like it was of around 50. the quality was pathetic and I decided to return it and asked for the refund which I made through my card and instead of refunding the money they transferred the amount in their wallet. I searched for other products to buy but the other things were really not good and were over priced. But after sometime I checked my wallet and guess what I found! your BEWAKOOF.com's wallet money is expired and your current balance is ZERO. So I just suggest you guys not to shop from here! Just go for any other site.=D
harshsin3,"Quirky Products, High On Style!",The products available on this website are just amazing! They are so trendy and cool. I've shopped from them so many times and I've always been complimented for them. The quality of products is amazing as well. The fabric and the prints are both of superior quality!
hrushikeshmande11,Some things about bewakoof.com,This is one of the top fastly growing sites in India. This website provides us varity of clothing and other accessories. They make their products themselves and also sold them. The qualoty is nice compairing to price. But they give us good choice options. So overall I think that bewakoof.com is good and gives us amezing shopping experience.
vickygangs904,Bewakoof review,"Bewakoof.com is a online shopping app. This app sell only t-shirt, slipper, bag etc. I want to share my experience with this app. I gave placed 5 orders on this app and satisfied with the product. But I want share the negative side of this app. The app did not have a good return policy and the cashback given system is so bad.1. Customer service: Bewakoof.com customer is so bad. they take 7 to 10 days to reply a email and the customer care didn't receive call2. Product quality: I have order 5 t-shirt and I am fully satisfied with the 100% pure cotton t-shirt.First t-shirt order id is 106945053. Delivery and timelins: Bewakoof.com take 5 to 10 days to make a delivery4. App and website: The app and website interface is not so good.they need some improvement.At last I recommend it to others because of good quality products"
ritikkedia47,Review,Bewakoof.com is a site offering you clothes at a very affordable prices with free jome delivery and we also get the opprtunity to return the item if we didnt like it so this site is totally awsome. I had ordred many graphic tshirts which is available only at 250 to 450 rupees the I loves the quality of product and the print quality the delivery is really fast they deliver the product with 5 days and there are many option for mode of payment but you will only get free delivery option when you do online payment .So after you are done with the payment they will also give you discount of 30 on your next product so its very cheap and affordable proce and the stuff is very good
sowmiya12,Please dont order anything here worst quality,Product quality is worst and it is delivered with broken state.
ankot1,Bewakoof.com poor quality,Hello friend I am Ankit.
Mohammedhisham666,Review,"Bewakoof.com is probably THE BEST online fashion website in India. It is very humorous as you can tell by the name, and it has great products as well. I haven't dealt with the customer service yet but I'm assuming they are going to be pretty supportive and helpful. Bewakoof.com is pretty different from any other online fashion websites or apps, they do things differently and they have great ideas. The website launches a new t-shirt design everyday at 6pm for 24 hours at the factory price. The collection is always great and humorous but it lacks one thing; Colours. When it comes to colours, bewakoof.com does not have a lot of options, only colors that would be available are White, Black, Blue and rarely Green. One more thing that the Bewakoof lacks is the delivery time. If you place an order you must expect it to be delivered by 10-12 days. Overall Bewakoof.com is just an amazing app and the team at bewakoof is really hardworking, hats off to them."
krishna1234334,Very good,Fabric is fine.but you should add more colourful t-shirts and normal t-shirts for girls rather than alone boy friend tshirts.i want a white t-shirt with colord   pizza drawing with caption.if u can make .i have already added picture of that tshirt.please try to make it
kingabhi2910,Poor product Quality,I would like to tell you my experience. I purchased a full sleve printed t-shirt. when the profuct was deliverd. It was not so appealing as it was on the website in case of fabric quality. It was not worth for me. I was not satishfied with this order on bewakoof.com
Thisisfake9,Product was satisfatory.,"Recently, I bought a product from this website, for the first time.  I had no idea about how their product or service would be before teying it myself."
yckarnik,Good idea something unique,"As I said, there are unique style of clothing in the website.Youngsters and teen agers would love to buy something but if we talk about price I thing it's quite expensive, they sell 1 ti-shirt for rs.250 at least rather than you will get ti-shirt for rs.150 from other site. But maybe you wouldn't get the unique stuff from the other side."
nirnaymouth,Good site for latest humor,Just the name is bevkoof But it won't make you friends.Really good experience.
akaaaashay,Osm Designs,"All designs of T-shirts are New and really a great stuff at reasonable price. Their gift service with every product is a good idea.There is one issue with delivery, Delivery of their products are very late. It must be resolved. Otherwise their services and quality of products are Very good ( bewakoof sale)"
kunalrathod172000,Terrible website,I ordered for tshirt of 249 rupees the delivery was dated for 6th March but the delivery was made on two days after ordering the tshirt were of large size than my expectations an there is limited variety for products they didn't even credited me with the amount to be credited as said by them totally dissappointed by is very bad website
gkaushik431,Bewakoof Fashion App,"Friends,"
anshulpanda10,Its a pathetic website,Hello friends
uhant84,Good quality t-shirt,"Pretty good app, delivery came earlier than expected print and clothing quality is also nice compared to the prices. Although tracking details are not available early you have to wait till the item is dispatched and you don't get the number of agent delivering the product"
herwiener,"Not So Good, Not So Bad.",Bewakoof.com is a good shopping website. It has great products at reasonable prices. It is very humorous as you can tell by the name of the website.however the quality of the products isnt that great and the time taken to deliver the products is long.overall the website and the app is very user friendly. The experience that I've had with the customer service is very nice and I do not have any problems with that so far.
Dpkgill7,Good Product delivery by Bewakoof,The item received fast as in time linmit of 4 days. The different shades of tees in different material available only on this website. Firstly I was little hesitate and confused wheather to Order from this or not. But as I receive the item I and my family members also glad to see the product. Good T-Shirt same as shown in the pucture on website same Material as mentioned in the website. All good material received. Thanks bewakoof.com
mishranaina119,Why.. Out of stock :(,Plzz.   Put more raw edge tee for girls on design of the day.:(  I have ordered a lot of clothes and phone cases.  Great quality and comfort. I have no other problem except those raw edge tees getting out of stock and never coming back in stock again.:(
kordepgauri,"Horrible fitting , like local cloths","Bewakoof.com is popular website for casual cloths but fitting for cloths is horrible, I ordered casual T-shirt dress from here, It fitting is actually in square shape. now did I tell the company how the fitting should be for dress. Suggest not to buy from bewakoof if cloth fitting is also your concern"
vishnunaik813,Worst Service.,"Hello everyone, today I am going to share my review about Bewakoof.com which is a shopping site.I downloaded there application from play store.They gaved me 200 Rs discount for shopping firat time.I ordered a T-Shirt and one jeans.They told that it will be delivered within 7 days but you will not believe that they took 23 days to deliver just on T-shirt and jeans.When I tried to enquire about the delay.They didn't picked up my call.I was very disappointed with the service they provided.The delivery service disappointed me a lot.I will not recommend Bewakoof.com for shopping and their name is bewakoof they literally try to make you bewakoof."
unknown_thebest,Poor Quality Product,Bewakoof.com is Latest Online E-Commerce Website in India.
mishravikky68,Bewakoof.Com will not make you fool,"Bewakoof.com is a online shopping website which is known for high quality printing t-shirts, mobile cover, mugs, bags etc."
rahulvatsa33,About bewkoof,This is good app for buy funky material.  Funky goods like phone covers phone accessories.  But this is very costly app. Experience  is also not good with this app. The price of funcky tshirts is also so high and fabric of tshirts is also not soo good. So I think that this app is not good as comapre to mayntra and jabong.
hendrywatson99,Cloth Fabric Isn’t fine,"Bewakoof.com is all new E-Commerce website popular for FUNKY FASHION. They offer a variery of Clothing which includes T-Shirts, Shirts, Chinos, Joggers, Denims, etc."
anjan908,Wanna try something unique? be a Bewakoof!,"Bewakoof, an Indian online shopping website grabbed my attention long back in 2013."
chandalkhan,Worst app,Today I will review on Bewakoof. com
MRUD579,A QUALITY PRODUCT,I've ordered online a tshirt from Amazon.in of this brand calle BEWAKOOF .
sonalmishra089,Don't wast your time on bewakoof,"Hi all, I am ordered two item on bewakoof, the qualty I received you can't think, worst quality which u can get on footpath so never do order on bewakoof. I suffered so want to teel you guys be carefull all worlst products available on bewakoof."
avengarthiak,I'm sorry....,"Well, im really sory to say that I encounter with this webside. I thought that this webside really tried to help people, no they just post a good product but after order a fake product arive this is a fake dont stay too close to it they would only corupt your pocker you make them rich whil you grow porer .They did only for there self gain"
dhritirajs,Overpriced Products,"Bewakoof is a online clothing and accessories brand which mostly targets the youth population at large. You can find cool t-shirts, joggers, hoodies etc. Bewakoof.com is mostly famous for the Desi Slogan t-shirts. Overall quality of the products in bewakoof.com is great and you can blindly trust in the quality but the main problem that bewakoof has is that all the products in the website are priced slightly higher than its competitors which makes it a trouble for most of us. For example you can never get any tshirt below 500inr. Also the shipping services of bewakoof takes a lot of time to deliver it's products. I have ordered quite a few tshirts from bewakoof and every time the courier took more than 10 days to deliver the products. Most of us don't like waiting for very long and this could be a problem if you buy something from bewakoof. Otherwise bewakoof is a good option to buy if you can spend and wait."
rohitdhabre,Very late delivery.,"I ordered a moto g phone cover from beeakoof.com about a week ago from its application.But first it wasn't taking my order I don't know for what reason.But it had been 5-6 days me trying to order it, I could had easily ordered a cover from another site but I liked the cover which was on their website.Now it has been almost 5 days since my order was approved but I have received no messages or email about my order, when it is going to come or weather it has been approved or not!"
debabratajena,Very good site.,Bewakoof is very good online marketing site. All my friends are using  this side and also use its product . Product quality are too good . Its design are outstanding. It give very good service . In first time login it give 100 rupee . This site is user friendly. So keep shopping.
ypehlajani,Expensive products,"Today im here to tell my review on bewakoof.com this site is very expensive every single product is expensive I have ordered a iphone 6 case the quality of case was good but the price was 500 and after two days I saw that case of 200 and iwas shocked and checked other things on the site like jeans, t-shirt, other phone cases and everything was too expensive so from my opinion this site is too expensive you can check the things on any other sites"
surajb01,Expressive & innovative t-shirt,"Hi, Bewkoof is one of my favorite shopping sites to buy t-shirts. I bought almost 10 to 15 t-shirt this year and I am very satisfied with the quality and print of the t-shirts."
Rshk93,Very high priced products on bewakoof.com,"Hi,"
amey2202,Pathetic service...!,"Hello friends, I would like to share my experience and opinion about the online shopping website which is BEWAKOOF.COM. I ordered a T-shirt from their mobile application which is available on playstore and app store. They treated me with a discount of 100 rupees which is a very nice thing but no one will believe that it took more than 20 days just to delivery one T-shirt. I called up and asked them that I haven't received my Order yet, and also have them a feedback about that. It literally to more than 20 days to deliver the Tshirt, they literally ignored my order. I'll attach the screenshot with this review. Please check the screenshot as it is clearly shown that I place the order on 9th of October and I received the order on 1st of November. The service of Bewakoof.com is very nice, they reply very quickly but the delivery man annoyed me a lot."
009arpan,Bewakoof.com,Bewakoof.com is a website as well as an App for making purchases online for clothes.
ashishrajabanshi,Not reliable online site...,"Hii guys this is Ashish and I am going to give the review on bewakoof.com from my personal experience. Bewakoof.com is a online website where you can buy clothing and accessories from this website. I wanted to buy a snapback cap for me. I went to bewakoof.com and looking for it. There was many types of snapback caps on the website. They all are looking very attractive. So I oredered a berlin snapback cap for 499. Though the website is too slow to loading. The app is much faster than the website. Its delivery was ontime. It gave me the time for delivery was 8 days. But I received it on 7th day. When I opened the package there was the cap. But it's quality is very poor. It was very bad experience from this website. So I prefer to go for popular online sites such as Flipkart, Amazon and not to go for bewakoof.com. Thank you"
Pradhyumn12,OUT OF COLLECTION !!!!,"Most of the times you will not see anything new on this app to purchase . They are selling there old printed shirts and earning for that only, nothing new from last 1 year . Also the Delievery is too slow compared to other websites, they take almost 10 -12 days to Deliever a product and for that also they will charge 25 - 50 Rs Delievery charges . I would never Recommend this site to anyone for online shopping . There are better options available in the market ."
Viber_kida,Exactly Bewakoof,Hey guys I'm going to giving review about bewakoof.com.This is a online shopping site or app .Here we get variety of products on this site. Customer service from bewkoof is slower and not much responsive as I experience on faulty product. I bought a redmi 3s prime back cover in it which cost me nearly 450 rupees ( a huge price for just a cover) . It was advertised very attractive when I watched it on bewakoof.com while purchasing it. There were lots of attractive covers on it. But after purchasing it when it delivered to me it was of cheaper quality. So product quality I found is very bad. Here they delivers us a product within 7 days which is not bad .The cover I purchased on it was delivered in 6 days .app is fast and conformable than site as site takes too much time for loading. Reliability is something like false and personally I don't liked it. So I recommend you to go for other sites which are popular like flipkart and Amazon rather than this bewakoof.com site. Thank you guys.
satnamd75,Bewakoof.com,"The above thing is cheap, I would like to suggest one thing to bewakoof dealers.Your third party delivery service named ""Delhivery"" is the worst courier service I have ever seen.Stop delivering your products using this delhivery courier service., Worst service for delivery and product. worst service for delivery and product. worst service for delivery and product. it was canceled after citing some issues with courier. They have shared a courier tracking number, which never showed any result in Courier site. but they claimed it was shipped and returned by courier. orst service for delivery and product.  It is a very good website, and it is cheaper on the market,"
hadwani261,Bewakoof Shopping app Review !!,"Hello Guys ! Today I am going to share my experience of Bewakoof.com with you people. I think that would be a good choice rather than reviewing it so, basically I will do a little review"
tarun3400066,Worst one,As the name said it is really like one of the bewakoof website available in the present market many problem I have faced while ordering in this site like complicated inner site while entering into site and very long reaction time from their customer care services and also more delivery time sometimes we did no get what we ordered from this site so be aware of this fraud sjtes and better to be in safeside
fantastic111,Bewakoof one of my fav,I love this site because I am type of a boy who loves to be in trending world and bewakoof provides awesome trending outfits I even gifted my girlfriend a crop top which was super cool I loved it my first item which I buyed was a jogger with a white strip below the right kner and a black tee shirt whith strip on the arms and I am still wearing it cause I like it a lot
mukesh_1991,Large Variety of Clothes,Large collection of clothes for youngsters with unique style. AIso they have latest trend T-shirts like cartoons. I recently purchased T-shirt from it. They delivered my T-shirt in 3 days. Top quality product!. I highly recommend this site for shopping.
aneeshkumar258,BEWAKOOF.com,So bewakoof is a online stylish clothing store .I have been shopping from this store scine a year now and I have no complaints regarding it.
razatanveer17,TOO EXPENSIVE !!,"Bewakoof.com is another online shopping website with good variety of products for youth like Clothing, Back covers , bags etc Products look very good on the screen and quality of goods also seem to be good. But quite frankly quality if we look at the high price of the goods thier quality is not as convincing and Reliable as expected. In simple words, They charge very high prices than they should charge on the products they deal in."
Silas77,Not reliable.,"Friends! Have bought a goods or any kind of stuffs from this website? Cause, I haved and I would write a review on this website and the product out of my own experience for your awareness. It was just last thursday when I received my first product using this website. I had bought a pair of sport shoe, and you know what the the quality was damn fake. It looks beautiful but, I regret buying it. The customer service is also improper and slow in responding. Also delivery is so late. This website is so unreliable."
Adios,Trendy and quality products,The first thing I bought  from bewakoof was a T shirt.I bought it 3 years ago and Its still in the same condition. No fading yet and I dont think it will ever fade.
Sandeshkmr,Unaffordable prices,"Bewakoof has got some really appealing products, whether it is the catchy one-liners or the stylish prints. Four months back I ordered the joggers from it, initially I wondered about the quality of the fabric, but after using it found it comfortable enough and it has got the right fitting for me. I received the order within 3 days. I am happy with the product and i'm satisfied with its delivery service too. But when it comes to prices than they are generally on the higher side. Apart from high prices the variety of products is not too wide. I usually prefer not buy my cloths from bewakoof.com due to overpricing plus additional shipping charges and limited range of products when compared to other online shopping stores. One more thing which I need to mention, I got to know from my friends about its customer care services are not responsive. I feel that one should use this site atleast once due to its unique style, but cannot be used in long run. I would only prefer to shop from bewakoof only when the prices are lowered."
Sanjay25398,Good,"Name is catchy n the stuff too. You can find some good funky trousers, t shirts, phone cases etc. There is A wide range of printed stuff. Although the stuff is good but price is A bit high. People would prefer more if price was A little less. I bought A phone case which was 3d printed, it has been 1 year to the case n it is still working good. I would prefer you all to try this Site if you are looking for something really funky n good quality n if price is no isse for you."
hmehra18,As the name suggests this is an unreliable company,"Bewakoof.com is an online marketplace where people can shop from the comfort of their home. The company has an unusual name that caught my attention and I thought to use their services. This company mainly deals in clothing and provides a range of clothes for Men, Women & Kids. Apart from clothing users can also buy accessories such as mobile accessories, bags etc. They work as a channel between sellers and buyers and provide a platform to make the buying process easy and convenient. They provide a choice to the customer to choose a product as per their desired size, color, pattern and price."
arjunrajpoot817,Great Experience,Hello???? lovely?? Readers.In this review m going to tell u about my experience with the online shopping app named Bewakoof. Com. yes the name jst tensed you but dnt wrry its jst a name. And also a Brand in its own. If you want to buy any fashion related product through online shopping store then this is the perfect place for uu. U jst hv to install this app from play store then simply login with your fb account then choose category bw men/women/kids.nd I am sure you will be pleasured to see the clothing department( specially) . The department is full of cool.classic dresses. And if u wnt any local quote on ur t-shirt then u will find many funny as well as logical one. There are 4 categories of size. first one is= S( small ) . Second is= M( Medium) . Third is= L( Large) . Nd the fourth is= XL ( Extra large) . Now coming to the Brands. this app doesn't contain any specific clothing brand.and the most impressive Feature of this store is tht it will provide you the fashion whch is in trend. Or which is coming soon. And if you are looking for mobile covers. believe me this store avails you to find coolest phn covers.the app also hs the section of official merchandise.in wch it has movie based merchandise and superhero based merchandise. The app gives u the product at fair price. And the quality is mch satisfying.they will chrge 50 rupees for COD. And will surely deliver the item in bw 3 to 4 days at an accurate address.hope ths will help you. Thnk uu. TC
krishyellu,First Catchy after shopping appropriat title to me,"Hi guys, really for the first time I got really a bad experience with an online shopping site.  In this busy life this online shopping really made my life easy as far as shopping is concerned, it's so easy to buy any product through online as we can select anything according to our requirement while resting at home. Comming to my recent experience with Bewakoof.com its so worst that I ordered few t shirts for me im which out of 5  I got 3 defective pieces so opted for exchange option for 2 weeks there is no respond from them as there is no visit of any executive to take back the pack as we can contact them only through mail after so many mails they responded stating that they never got any mail or complaint before this mail. I was so disappointed with their service and at the end after 17 days I got my pack exchanged but this time I got top wear but not of male, I bursted very badly on courier guy who said by mistake he delivered to a wrong address."
mishraanand170,Bewakoof.com,Thank you
aakashsoni443,Bewakoof.com,This shopping site are not provide a good product and I not liked to shop frpm this shopping site becouse I was visited this site for buying a man's t shirt and I ordered a large size t shirt from this site and I completed my payment through online and I received a my ordered product after one week from date of order and ordered product pakaging was not proper to see as well.
papubora606,GOOD SHOPPING SITE,"Bewakoof.com is the best shopping site in india and this site is increasing their popularity day by day. I buy a women t-shirt from this site at Rs, 499 on 07 july 2017 and I got the product at the given time 18 july 2017 and I loved this site."
rajajain656,Desi products on bewakoof.com,"Bewakoof.com site is started by two iitians and now it becomes an successful site to buy products related to fashion.nowadays bewakoof.com do 1.5 crores transactions per month and their main product is t-shirts.the Ghanta collection of t-shirts is very popular among people.normally their are desi products because desi language dialogues are printed on the products and they are very popular.the products are not cheap and of low price in this site.its products price are normally high but they are of good quality.on this site you can buy t-shirts, shirts, shorts, joggers, boxers, jeans, tops of girls and mobile covers also.so it is a useful web site of desi style and trusted also."
