pull-right,profile-img href,b-lazy src,b-lazy src 2,user-ms-name,user-ms-name href,usr-addr-text,total-rev-counts,total-rev-counts href,total-followers-counts,total-followers-counts href,col-10,col-10 href,rating,views,rating 2,rating 3,rating href,label,more,more 2,more 3,flag-review-text href,flag-review-text src,share,share 2,share 3,share 4,share 5,rc src,like-image-new src,rar-rate,tooltip,comment-image-new src,comment-clk,share-text-icon src,share-text-icon,btn,btn 2,btn 3,tooltip-content,b-lazy src 3,tooltip-content 3
Reply as Brand,https://www.mouthshut.com/RatnanjaliMunnangi,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,RatnanjaliMunnangi,https://www.mouthshut.com/ratnanjalimunnangi,Phirangipuram India,3 Reviews,https://www.mouthshut.com/ratnanjalimunnangi/reviews,31 Followers,https://www.mouthshut.com/account/trust_by.php?user=ratnanjalimunnangi,Online shopping at Bewakoof.,https://www.mouthshut.com/review/bewakoof-review-rmrprqstolo,"Nov 01, 2019 08:01 PM",10175 Views,,,,Response Received,"Bewakoof is an online shopping website for clothing, bags and  notebooks. The speciality here is the prints. The texts and the logos are printed on solid colour clothes.","The cloth quality is great and durable. The colours are a wide range but designs are limited yet are attractive. They can be worn as casuals and also for work or college. The clothes look cool even the plain. Also, the costs are reasonable and discounts are always on their application.",I got my product delivered before two days of the delivery date and the packing was also good.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,vivekagarwal975,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/dharshinime314,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,dharshinime314,https://www.mouthshut.com/dharshinime314,India,1 Review,https://www.mouthshut.com/dharshinime314/reviews,,,WORST CUSTOMER SERVICE,https://www.mouthshut.com/review/bewakoof-review-squsrltqmlo,"Oct 24, 2019 06:33 PM",2090 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,Guys please be aware before you book any products in it.,"It's good if you get the product, but just imagine if the order status shows product delivered but you haven't received it. Then just forget about your product and also your money.",This was what had happened to me. I have raised so many complaints and written so many mails but no use. Without proper investigation they just write the same and same content again and again. If there something more than WORST AND HORRIBLE they that's what suit them. Please have look below for there irresponsible behaviour towards the customer,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/shelke.abhijeet,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,shelke.abhijeet,https://www.mouthshut.com/shelke.abhijeet,Pune India,1 Review,https://www.mouthshut.com/shelke.abhijeet/reviews,,,Poor customer service and poor T shirt quality,https://www.mouthshut.com/review/bewakoof-review-rouqmslollo,"Oct 20, 2019 07:36 PM",1872 Views,,,,Response Received,"Hi,","Last month I bought T Shirt from bewakoof.com and found that it is  over sized and not upto the mark, hence I initiated refund process.",The person collected the T shirt and submitted to their quality dept.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/g9862571700,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,g9862571700,https://www.mouthshut.com/g9862571700,India,1 Review,https://www.mouthshut.com/g9862571700/reviews,,,Yallah haters,https://www.mouthshut.com/review/bewakoof-review-olmrplnsuun,"Oct 18, 2019 04:43 PM",1228 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,Too many bad reviews about this app.I think those who downvoted this app are kinda dumb smelly people who know nothing about clothing.Yes the delivery takes time but the product is always worth it.If anyone is seeing this dont really go on the bad reviews about these app.False rumours everywhere.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,,,
Latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/Exposer108,https://image3.mouthshut.com/images/imagesu/m/Exposer108.jpg,https://image3.mouthshut.com/images/Offline/Common/Images/Badge/popular.png,Exposer108,https://www.mouthshut.com/exposer108,Allahabad India,105 Reviews,https://www.mouthshut.com/exposer108/reviews,63 Followers,https://www.mouthshut.com/account/trust_by.php?user=exposer108,Poor Quality Clothes,https://www.mouthshut.com/review/bewakoof-review-nmsntrqluun,"Oct 15, 2019 02:17 PM",11079 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Hello Everyone,",Bewakoof.com is eCommerce website where we can buy t-shirts.,"I saw an advertisement on Instagram about bewakoof.com, there were very cool t-shirts and quotes on them were great. Those t-shirts were very attractive so I decided to purchase some t-shirts. So I picked 3 T-shirts and added them to cart.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://www.mouthshut.com/APP_THEMES/Default/IMAGES/verified-member-icon.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/balafeb26,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,balafeb26,https://www.mouthshut.com/balafeb26,India,1 Review,https://www.mouthshut.com/balafeb26/reviews,,,Worst service. No refund,https://www.mouthshut.com/review/bewakoof-review-lplrlmnttun,"Oct 14, 2019 11:36 AM",1917 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,Bought a t-shirt from Bewakoof.com one month back and it didn't get delivered on the expected time. It got returned its own and still I am waiting for my refund amount. Made many follow ups through email and no response from the team. They do not even have a customer support telephone number. What they have is a crap chatbox where it won't allow the customer to write their actual complaint instead it has some predefined queries where we have the option only to select from it. Never going to order from this site again. It is just a fraud website. Giving 1 star as there is no option to give 0 star.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,2,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,mads10j,,
Reply as Brand,https://www.mouthshut.com/shwetakataria86,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,shwetakataria86,https://www.mouthshut.com/shwetakataria86,Faridabad India,1 Review,https://www.mouthshut.com/shwetakataria86/reviews,,,Poor customer service,https://www.mouthshut.com/review/bewakoof-review-qnoqntllqun,"Sep 20, 2019 04:15 PM",2540 Views,,,,Response Received,"Very slow customer service they have, they pick the product in",the given time but don't refund the amount easily,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/TanumoyBanerjee,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,TanumoyBanerjee,https://www.mouthshut.com/tanumoybanerjee,India,3 Reviews,https://www.mouthshut.com/tanumoybanerjee/reviews,,,Nightmare delivery service,https://www.mouthshut.com/review/bewakoof-review-sunomoqspun,"Sep 18, 2019 12:52 PM",2364 Views,,,,Response Received,Ordered a cell phone cover 12 days ago but still no clue if the product is ever going to arrive. Luckily I chose to pay on delivery. Ridiculous platform with no customer support ever. Seems like a total fraud.,Think before you make a purchase from Bewakoof.com,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/saikatmo63,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,saikatmo63,https://www.mouthshut.com/saikatmo63,India,1 Review,https://www.mouthshut.com/saikatmo63/reviews,,,Fraud app,https://www.mouthshut.com/review/bewakoof-review-tntsolqqpun,"Sep 16, 2019 11:47 PM",2487 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"My name is Saikat Mondal , i have returned my parcel 6th September at the time of 12:56 courier's phone no is 8777871211. But i didn't got refund till now in my  wallet, my order id is 29586348. There is no contract no. I have already send mail 5 times but didn't got any reply from bewakoof app. So, This apps is totally fraud app .",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/sagar293,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,sagar293,https://www.mouthshut.com/sagar293,,8 Reviews,https://www.mouthshut.com/sagar293/reviews,27 Followers,https://www.mouthshut.com/account/trust_by.php?user=sagar293,Useless Site,https://www.mouthshut.com/review/bewakoof-review-ptqnnspppun,"Sep 16, 2019 03:29 AM",1346 Views,,,,Response Received,"They take ages to ship the goods. After making payment, received the item after 2-3 weeks.",And than the quality of their products is like garbage. Ordered some T Shirts which even my servants refused to take.  Selling Rs.50 T Shirts at over Rs.300. Fraud site making fool of the people. No use to complain them also as they just make standard reply by email with bla bla. And no customer service after that. They don't even have a phone number where we can call them.,"And to top it all, they keep Spamming you with their messages of useless offers etc. in spite of asking them to unsubscribe from this junk spam messages.  As if we are fools to buy again with them!",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/louisakshi12,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,louisakshi12,https://www.mouthshut.com/louisakshi12,"Khalilabad, India India",1 Review,https://www.mouthshut.com/louisakshi12/reviews,,,Same faision tshirt,https://www.mouthshut.com/review/bewakoof-review-sotmuolloun,"Sep 01, 2019 05:29 PM",1031 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I'm waiting for long time that bewkoof bring new trend new pattern of t-shirt.,But there is no new trend ...,Only two trend available on there,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/kaputt_lo,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,kaputt_lo,https://www.mouthshut.com/kaputt_lo,Bikaner India,2 Reviews,https://www.mouthshut.com/kaputt_lo/reviews,,,Don't want to badmouth their product...but,https://www.mouthshut.com/review/bewakoof-review-qultuqprnun,"Aug 29, 2019 12:01 PM",2147 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"I am usually aware of of the checkboxes which permit the site to send me messages and emails. I do not remember signing up for their news letters or offers but ever since I bought one of their cases, (which was decent) I am bombarded by their offer messages.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/kumarshubhangi09,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,kumarshubhangi09,https://www.mouthshut.com/kumarshubhangi09,India,1 Review,https://www.mouthshut.com/kumarshubhangi09/reviews,,,Bewakoof review,https://www.mouthshut.com/review/bewakoof-review-onsussrmnun,"Aug 22, 2019 09:34 AM",1057 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I have ordered 6 tshirt from Bewakoof and I'm really happy with the quality and colour .I think only drawback is the price of the product it should be reasonable.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/chitraacharya44,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,chitraacharya44,https://www.mouthshut.com/chitraacharya44,India,2 Reviews,https://www.mouthshut.com/chitraacharya44/reviews,,,Bewakoof,https://www.mouthshut.com/review/bewakoof-review-uqqopqptmun,"Aug 17, 2019 10:45 AM",2513 Views,,,,Response Received,Pathetic. Rs 173 Bewakoof coins in the basket were removed without any pre intimation. Jaisa naam vaise hi baanaya. why give when you want to take it back.,Many of our known have faced different problems. Service ie delivery of goods is good.,no catchy quotes,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/shivamsn111,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,shivamsn111,https://www.mouthshut.com/shivamsn111,Mankapur India,1 Review,https://www.mouthshut.com/shivamsn111/reviews,,,Just 1* &  2* things i want to share,https://www.mouthshut.com/review/bewakoof-review-uusurqtllun,"Jul 26, 2019 09:30 AM",3936 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,Somehow I found a bit size issue in vest & jogger.,The (1,") your each and every services are disgusting they just ruined my time , money.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/Y786786,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,Y786786,https://www.mouthshut.com/y786786,,1 Review,https://www.mouthshut.com/y786786/reviews,,,Sunderwomen customer care number 09038601216,https://www.mouthshut.com/review/bewakoof-review-oulsnqsuutn,"Jul 24, 2019 07:05 PM",1884 Views,,,,Response Received,Sundarwomen customer helpline number 09038601216 any problem any question call this number 09038601216 24/7 online shopping customer care helpline number 09038601216 any question call this number 09038601216,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/shrutikamble027,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,shrutikamble027,https://www.mouthshut.com/shrutikamble027,India,1 Review,https://www.mouthshut.com/shrutikamble027/reviews,,,PATHETIC DELIVERY SERVICE,https://www.mouthshut.com/review/bewakoof-review-qluqnrsmutn,"Jul 16, 2019 11:48 AM",2936 Views,,,,Response Received,"The worst service ever. They don't escalate your issues, don't even bother to call. Purchasing from bewakoof will surely make you bewakoof as name states.",PATHETIC.,I am not gonna use this site ever.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/divyag887,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,divyag887,https://www.mouthshut.com/divyag887,India,1 Review,https://www.mouthshut.com/divyag887/reviews,,,Fully satisfied with my order,https://www.mouthshut.com/review/bewakoof-review-mrppspqlstn,"Jul 02, 2019 04:05 PM",1224 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I am so happy with the t-shirt which I received.the material is so soft ???? and thinking of buying again soon....,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/jeenajacob0104,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,jeenajacob0104,https://www.mouthshut.com/jeenajacob0104,India,1 Review,https://www.mouthshut.com/jeenajacob0104/reviews,,,Pathetic service,https://www.mouthshut.com/review/bewakoof-review-rtmqqrusrtn,"Jun 27, 2019 09:55 PM",3340 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I had ordered a one piece dress from this website. However when i din recieve the order within the given date i checked the app wherein it was showing as delivered. I wrote to the customer care people but nothing as been done about it even after 2 days has past.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/p162_261,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,p162_261,https://www.mouthshut.com/p162_261,Delhi India,1054 Reviews,https://www.mouthshut.com/p162_261/reviews,299 Followers,https://www.mouthshut.com/account/trust_by.php?user=p162_261,Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-qquqtnnpqtn,"Jun 19, 2019 09:41 AM",2844 Views,,,,Response Received,"Guys as the name suggests, Bewakoof.com is making a fool of us.So do not shop from here and go for another site.An order of two t-shirts was placed from my side amounting to Rs.690/-.The payment was made by me with the help of debit card and charges resulted in deduction from my account.Neither I received my order as the product was out of stock nor I received my money back.On contacting customer care number, commitment resulted that you will receive within 48 hours which didn't happen.It is really a worst site which cannot be trusted at all.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,harsh_007,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/nainapriya222,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,nainapriya222,https://www.mouthshut.com/nainapriya222,Bhubaneswar India,17 Reviews,https://www.mouthshut.com/nainapriya222/reviews,11 Followers,https://www.mouthshut.com/account/trust_by.php?user=nainapriya222,Worst App,https://www.mouthshut.com/review/bewakoof-review-mqsooumpqtn,"Jun 19, 2019 08:22 AM",2328 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Last Month I had ordered 2 T-Shirts , & I thought within maximum of 15 days it will be delivered . But Ohh Gosh , What kind of delivery they do , They took 25 days to deliver My T-Shirts & more important is I had not placed the order for any unknown or not so known place , It was placed for the capital city of Odisha .","Above all , We come to the quality , it was totally different from the Picture shown in the website . It is of very poor quality of material . Totally fraud App .",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/anil03sep,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,anil03sep,https://www.mouthshut.com/anil03sep,India,1 Review,https://www.mouthshut.com/anil03sep/reviews,,,NICE T-SHIRT,https://www.mouthshut.com/review/bewakoof-review-rmrumtumqtn,"Jun 15, 2019 04:56 PM",988 Views,,,,Response Received,"SIR I PURCHASE ONE T-SHIRT OF RS 259 AND CASH BACK OF RS 26 REALLY GOOD T SHIRT ""PLEASE ROUND BECK THODA JADA KHULA HAI BAKI SABH 101% NICE""",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/1amsupertramp,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,1amsupertramp,https://www.mouthshut.com/1amsupertramp,Ghaziabad India,32 Reviews,https://www.mouthshut.com/1amsupertramp/reviews,52 Followers,https://www.mouthshut.com/account/trust_by.php?user=1amsupertramp,Bewakoof - Poor Business service.,https://www.mouthshut.com/review/bewakoof-review-rromnllstsn,"May 02, 2019 01:22 PM",18021 Views,,,,Response Received,"Hey guy,","Last 20th Feb I ordered ""Captain America T-shirt"" for myself.","It was expected to delivery on 2nd of March. But they delivered it so late- on 10th of march. I was sad and angry on Bewakoof.com. Not only they they delivered it late but Worng size too. They gave me ""Large"" size. I ordered for X-Large. After that I decided to return it back. Than it so long to Return and get the new one of right one.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/pratikshasachdeva,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,pratikshasachdeva,https://www.mouthshut.com/pratikshasachdeva,India,2 Reviews,https://www.mouthshut.com/pratikshasachdeva/reviews,,,Order cancelled and no status of refund till date,https://www.mouthshut.com/review/bewakoof-review-mmpouurmtsn,"Apr 22, 2019 12:44 AM",2835 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"My order got cancelled, the payment had been done.",I'm trying to chase these guys for refund but pathetic customer service.,Can someone please help me.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,,,
Latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
